hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad,firewall_deny_abs_dev,firewall_deny_rel_dev,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore,unique_source_ip_zscore,unique_destination_ip_zscore,endpoint_alert_zscore,network_deviation,endpoint_deviation,volume_deviation,behavior_deviation_score,network_deviation_status,endpoint_deviation_status,volume_deviation_status,overall_deviation_status,multi_signal_deviation_count
LPT-10001,5.0,1.0,1.0,3.0,1.0,101097692.44,60576108.08,5.0,4.0,0.0,False,0.2,9.0,PROBABLE,13,8,7,7,2026-08-03 04:02:11,2026-10-08 00:00:00,5,65.83,0.6154,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.1263,0.2542,1.349,0.0,4.0,1.0,4.0,1.1263,2.0421,NORMAL,OUTLIER,NORMAL,UNUSUAL,1
lpt-10067,3.0,1.0,0.0,1.0,2.0,50802805.0,65032683.52,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.0255,0.3524,0.0,0.6745,0.0,1.0,0.0,0.3524,0.4508,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12735.corp.local,1.0,0.0,0.0,0.0,0.0,24819643.22,8440398.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.8957,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12272.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11508,1.0,0.0,0.0,1.0,1.0,5382246.4,12959959.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9687,-0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10029,7.0,2.0,2.0,3.0,4.0,218440532.72,177447646.48000002,7.0,6.0,2.0,True,0.2857142857142857,13.0,EXACT,21,12,9,10,2026-08-02 09:49:42,2026-11-08 04:12:00,9,97.77,0.5714,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,3.6948,2.8318,1.349,2.0235,6.0,2.0235,6.0,3.6948,3.9061,UNUSUAL,OUTLIER,ELEVATED,ELEVATED,2
LPT-10101,6.0,0.0,1.0,2.0,3.0,132488847.0,182894903.28,4.0,1.0,0.0,True,0.0,7.0,EXACT,15,7,7,5,2026-02-08 00:00:00,2026-08-26 00:00:00,8,199.0,0.4667,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8134,2.9519,0.6745,1.349,1.0,1.349,1.0,2.9519,1.767,NORMAL,NORMAL,ELEVATED,UNUSUAL,1
vdr-10608,2.0,2.0,0.0,1.0,1.0,66720740.18,35769255.64,1.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.3739,-0.293,0.0,0.0,0.0,2.0,0.0,0.3739,0.7913,UNUSUAL,NORMAL,NORMAL,NORMAL,0
VDR-10282.corp.local,3.0,2.0,0.0,1.0,2.0,76058171.0,102912674.6,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,0.5783,1.1879,0.0,0.6745,0.0,2.0,0.0,1.1879,1.0626,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-10675,8.0,1.0,0.0,7.0,3.0,152415817.22,210654828.04,8.0,1.0,0.0,True,0.125,9.0,EXACT,11,3,2,3,2026-08-14 08:28:39,2026-08-31 17:36:00,8,17.38,0.2727,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,2.2496,3.5642,4.0469,1.349,1.0,1.349,1.0,3.5642,1.9711,NORMAL,NORMAL,ELEVATED,UNUSUAL,1
LPT-12111.corp.local,1.0,0.0,0.0,0.0,0.0,18192793.6,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6883,-0.5409,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-10781.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,9538183.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.8715,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-10513,2.0,1.0,1.0,2.0,1.0,81958158.0,45714256.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.7074,-0.0736,0.6745,0.0,0.0,1.0,0.0,0.7074,0.5691,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11840.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12678,7.0,2.0,1.0,4.0,3.0,168398121.45999998,178054181.4,7.0,2.0,1.0,True,0.2857142857142857,9.0,EXACT,70,50,33,20,2026-01-09 00:00:00,2026-09-09 00:00:00,20,243.0,0.7143,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,2.5994,2.8451,2.0235,1.349,2.0,2.0,2.0,2.8451,2.2817,UNUSUAL,UNUSUAL,ELEVATED,UNUSUAL,1
VDR-12173.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12581,6.0,2.0,0.0,2.0,3.0,163184385.86,101597984.4,4.0,3.0,0.0,True,0.3333333333333333,9.0,EXACT,17,10,7,9,2026-08-03 07:35:24,2026-09-08 23:48:00,7,36.68,0.5882,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,2.4853,1.1589,0.6745,1.349,3.0,2.0,3.0,2.4853,2.4951,UNUSUAL,ELEVATED,UNUSUAL,UNUSUAL,1
VDR-11946.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12036.corp.local,1.0,0.0,0.0,1.0,1.0,4577569.0,39322152.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9863,-0.2146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12106,10.0,2.0,1.0,6.0,6.0,224041144.2,231255823.88,8.0,2.0,1.0,True,0.2,12.0,EXACT,14,4,4,4,2026-06-09 12:04:00,2026-09-01 20:57:40,10,84.37,0.2857,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2,3.8174,4.0185,3.3725,3.3725,2.0,3.3725,2.0,4.0185,3.1303,ELEVATED,UNUSUAL,OUTLIER,ELEVATED,2
LPT-12326,3.0,0.0,0.0,3.0,1.0,49853445.44,73578577.92,2.0,2.0,0.0,True,0.0,5.0,EXACT,13,10,9,8,2026-03-08 00:00:00,2026-09-07 07:17:08,3,183.3,0.7692,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.5409,1.349,0.0,2.0,0.0,2.0,0.5409,0.847,NORMAL,UNUSUAL,NORMAL,NORMAL,0
LPT-10965,8.0,1.0,1.0,3.0,5.0,234090227.74,171803040.92000002,5.0,2.0,0.0,True,0.125,10.0,EXACT,14,6,6,5,2026-04-09 21:33:00,2026-12-08 21:45:00,8,243.01,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,4.0373,2.7073,1.349,2.698,2.0,2.698,2.0,4.0373,2.9118,ELEVATED,UNUSUAL,OUTLIER,ELEVATED,2
WS-12264.corp.local,1.0,0.0,0.0,0.0,0.0,29805848.0,8802292.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4341,-0.8877,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10535,5.0,2.0,0.0,2.0,3.0,122103010.22,140990163.28,4.0,1.0,0.0,True,0.4,6.0,EXACT,15,10,7,7,2026-01-08 19:32:00,2026-08-28 08:45:49,5,231.55,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.4,1.5861,2.0277,0.6745,1.349,1.0,2.0,1.0,2.0277,1.6759,UNUSUAL,NORMAL,UNUSUAL,UNUSUAL,0
vdr-11411,2.0,0.0,0.0,2.0,0.0,64849122.0,79864446.75999999,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329,0.6796,0.6745,-0.6745,0.0,0.0,0.0,0.6796,0.2265,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11271,6.0,1.0,0.0,2.0,0.0,175850871.52,188589579.96,6.0,3.0,2.0,True,0.1666666666666666,9.0,EXACT,13,6,6,4,2026-08-02 00:20:36,2026-09-09 07:40:15,7,38.31,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,2.7626,3.0775,0.6745,-0.6745,3.0,1.0,3.0,3.0775,2.3592,NORMAL,ELEVATED,ELEVATED,UNUSUAL,2
WS-11667,7.0,1.0,1.0,3.0,5.0,194339381.38,143828504.56,6.0,2.0,0.0,True,0.1428571428571428,9.0,EXACT,14,5,4,4,2026-07-08 12:36:00,2026-08-19 03:35:00,9,41.62,0.3571,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,3.1673,2.0903,1.349,2.698,2.0,2.698,2.0,3.1673,2.6218,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
VDR-12940,4.0,4.0,0.0,3.0,1.0,111615099.66,96842309.28,4.0,1.0,0.0,True,1.0,5.0,EXACT,11,3,3,3,2026-08-08 21:11:42,2026-08-31 00:00:00,8,22.12,0.2727,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.3566,1.054,1.349,0.0,1.0,4.0,1.0,1.3566,2.1189,OUTLIER,NORMAL,NORMAL,UNUSUAL,1
ws-10524,1.0,0.0,0.0,1.0,0.0,20929576.96,4103754.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6284,-0.9913,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-10592,3.0,0.0,0.0,1.0,0.0,113893942.22,72058118.0,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4064,0.5074,0.0,-0.6745,0.0,0.0,0.0,1.4064,0.4688,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11236,2.0,0.0,0.0,2.0,0.0,10265252.0,42121297.92,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8618,-0.1529,0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12270,5.0,0.0,1.0,3.0,4.0,105827256.52,107539421.92,5.0,1.0,0.0,True,0.0,6.0,EXACT,8,3,3,3,2026-08-18 13:54:22,2026-08-29 09:25:00,5,10.81,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2299,1.2899,1.349,2.0235,1.0,2.0235,1.0,1.2899,1.4378,UNUSUAL,NORMAL,NORMAL,NORMAL,0
LPT-11276.corp.local,3.0,2.0,0.0,2.0,0.0,44477082.0,59671758.28,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,-0.113,0.2342,0.6745,-0.6745,0.0,2.0,0.0,0.2342,0.7447,UNUSUAL,NORMAL,NORMAL,NORMAL,0
VDR-12384,7.0,1.0,1.0,3.0,3.0,220407764.46,191389148.56,7.0,3.0,1.0,True,0.1428571428571428,10.0,EXACT,16,8,7,6,2026-08-02 19:07:30,2026-09-09 08:08:04,8,37.54,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,3.7379,3.1392,1.349,1.349,3.0,1.349,3.0,3.7379,2.6956,NORMAL,ELEVATED,ELEVATED,ELEVATED,2
VDR-12453.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,12519997.44,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.8057,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT_10083,4.0,1.0,0.0,2.0,2.0,130508937.0,119031895.28,3.0,0.0,0.0,False,0.25,4.0,PROBABLE,4,0,0,0,,,4,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.7701,1.5434,0.6745,0.6745,0.0,1.0,0.0,1.7701,0.9234,NORMAL,NORMAL,UNUSUAL,NORMAL,0
vdr-12336,3.0,2.0,0.0,3.0,1.0,75675151.86,56994547.88,2.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,0.5699,0.1752,1.349,0.0,0.0,2.0,0.0,0.5699,0.8566,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-12544,9.0,2.0,1.0,5.0,3.0,225155354.88,203090396.56,6.0,2.0,0.0,False,0.2222222222222222,11.0,PROBABLE,15,5,5,4,2026-08-02 21:19:23,2026-08-27 05:52:25,10,24.36,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2222,3.8418,3.3973,2.698,1.349,2.0,2.0,2.0,3.8418,2.6139,UNUSUAL,UNUSUAL,ELEVATED,ELEVATED,1
WS_11851,1.0,0.0,0.0,0.0,1.0,39482540.0,21236739.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2223,-0.6135,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12562,4.0,0.0,0.0,2.0,3.0,102537658.66,69539062.12,3.0,2.0,0.0,True,0.0,6.0,EXACT,11,5,4,2,2026-02-09 00:00:00,2026-08-29 04:30:00,6,201.19,0.4545,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1579,0.4518,0.6745,1.349,2.0,1.349,2.0,1.1579,1.5023,NORMAL,UNUSUAL,NORMAL,UNUSUAL,0
lpt-12252,2.0,0.0,0.0,1.0,2.0,66095874.0,66461844.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602,0.384,0.0,0.6745,0.0,0.6745,0.0,0.384,0.3528,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-10159,2.0,0.0,0.0,0.0,1.0,49880760.16,73454856.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.5382,-0.6745,0.0,0.0,0.0,0.0,0.5382,0.1794,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-11014,1.0,1.0,0.0,1.0,0.0,42139024.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.1642,-0.5409,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12746.corp.local,1.0,1.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.5409,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10698.corp.local,2.0,0.0,1.0,1.0,1.0,40967713.62,72051355.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898,0.5072,0.0,0.0,0.0,0.0,0.0,0.5072,0.1691,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-10291,2.0,0.0,0.0,2.0,2.0,49639286.44,35691397.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2947,0.6745,0.6745,0.0,0.6745,0.0,0.0,0.2248,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11477.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11299.corp.local,1.0,0.0,0.0,0.0,0.0,17474313.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.704,-0.5409,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10045,1.0,0.0,0.0,0.0,0.0,40112139.0,5710551.04,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2085,-0.9559,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10743,11.0,1.0,0.0,5.0,6.0,272541946.44,242148214.12,8.0,3.0,0.0,True,0.0909090909090909,14.0,EXACT,14,3,3,3,2026-08-03 00:00:00,2026-08-23 16:10:28,11,20.67,0.2143,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0909,4.879,4.2587,2.698,3.3725,3.0,3.3725,3.0,4.879,3.7505,ELEVATED,ELEVATED,OUTLIER,ELEVATED,3
WS-11715.corp.local,2.0,0.0,0.0,1.0,0.0,49639286.44,37045527.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2648,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10668.corp.local,2.0,0.0,0.0,2.0,1.0,49639286.44,82084569.84,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285,0.6745,0.0,0.0,0.0,0.0,0.7285,0.2428,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10230,7.0,2.0,0.0,5.0,4.0,153737707.72,187500701.48,6.0,1.0,0.0,True,0.2857142857142857,8.0,EXACT,12,4,3,4,2026-08-13 00:23:16,2026-08-28 20:10:01,8,15.82,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,2.2786,3.0535,2.698,2.0235,1.0,2.0235,1.0,3.0535,2.0257,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
lpt-12481,1.0,0.0,0.0,0.0,1.0,6593473.0,21694933.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9422,-0.6034,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11523,8.0,2.0,1.0,2.0,4.0,164151641.88,224760835.56,7.0,3.0,2.0,True,0.25,11.0,EXACT,16,6,6,6,2026-08-04 15:07:49,2026-09-02 00:11:42,10,28.38,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.25,2.5065,3.8753,0.6745,2.0235,3.0,2.0235,3.0,3.8753,2.9663,UNUSUAL,ELEVATED,ELEVATED,ELEVATED,2
WS_11823,2.0,0.0,0.0,0.0,2.0,57259461.22,56058874.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668,0.1545,-0.6745,0.6745,0.0,0.6745,0.0,0.1668,0.2804,NORMAL,NORMAL,NORMAL,NORMAL,0
